City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,barra do bugres,-15.0725,-57.1811,28.13,69,98,2.59,BR,1741373796
367,carutapera,-1.195,-46.02,26.94,85,100,3.33,BR,1741373797
368,lagos,6.5833,3.75,28.39,83,75,3.42,NG,1741373798
369,akonolinga,3.7667,12.25,21.4,90,100,1.55,CM,1741373799
370,negotin,44.2264,22.5308,11.99,48,10,1.51,RS,1741373800
371,redencao,-4.2258,-38.7306,26.54,85,100,2.1,BR,1741373801
372,pesqueira,-8.3578,-36.6964,25.91,53,95,5.94,BR,1741373803
373,camana,-16.6228,-72.7111,23.65,76,87,4.62,PE,1741373804
374,itapecerica,-20.4725,-45.1256,27.24,47,3,2.78,BR,1741373805
375,lubuklinggau,-3.3,102.8667,23.21,85,100,1.48,ID,1741373806
376,lienz,46.8289,12.769,2.66,83,0,0.91,AT,1741373807
377,mandalgovi,45.7625,106.2708,-3.71,41,0,3.51,MN,1741373808
378,hotan,37.0997,79.9269,6.81,29,94,4.49,CN,1741373809
379,vilhena,-12.7406,-60.1458,27.12,78,75,6.69,BR,1741373810
380,ocos,14.5094,-92.1933,29.4,64,21,5.27,GT,1741373811
381,lapovo,44.1842,21.0973,12.58,54,5,1.81,RS,1741373812
382,baranchinskiy,58.1617,59.6991,-15.22,99,100,1.21,RU,1741373813
383,i-n-salah,27.1935,2.4607,22.44,29,0,2.85,DZ,1741373814
384,hafar al-batin,28.4328,45.9708,17.32,100,75,10.29,SA,1741373816
385,pangoa,-12.1167,-73.0,27.22,63,100,1.14,PE,1741373817
386,bouca,6.5105,18.2733,29.5,27,94,0.83,CF,1741373818
387,turar ryskulov,42.5333,70.3333,1.66,84,100,13.09,KZ,1741373819
388,siwa oasis,29.2041,25.5195,19.27,30,83,2.21,EG,1741373820
389,road town,18.4167,-64.6167,28.02,74,40,3.09,VG,1741373821
390,cobourg,50.2667,10.9667,10.32,43,0,1.93,DE,1741373822
391,biltine,14.5333,20.9167,27.66,14,100,5.7,TD,1741373823
392,ryazanskaya,44.9553,39.5889,8.0,72,0,1.1,RU,1741373824
393,quellon,-43.1167,-73.6167,10.28,92,100,5.61,CL,1741373825
394,zamora,-4.0692,-78.9567,26.08,80,100,1.22,EC,1741373826
395,luanco,43.6152,-5.7934,16.71,65,100,6.71,ES,1741373829
396,derzhavinsk,51.1,66.3167,-6.86,95,80,5.22,KZ,1741373830
397,el nido,11.1858,119.3956,26.75,84,96,5.81,PH,1741373831
398,gornopravdinsk,60.05,69.9,-10.57,97,99,2.19,RU,1741373832
399,sangkhla buri,15.1555,98.4536,22.95,75,68,0.58,TH,1741373833
400,kamianske,48.5113,34.6021,10.08,56,100,3.0,UA,1741373834
401,tommot,58.9564,126.2925,-14.05,98,100,1.36,RU,1741373835
402,tsiombe,-25.3,45.4833,25.34,83,0,2.96,MG,1741373838
403,cambria,35.5641,-121.0808,12.81,79,0,4.02,US,1741373840
404,poronaysk,49.2167,143.1167,-23.44,97,25,1.47,RU,1741373842
405,zvenigovo,55.9742,48.0181,0.88,79,100,9.04,RU,1741373845
406,nantucket,41.2835,-70.0995,7.06,33,40,13.89,US,1741373846
407,ciudad lazaro cardenas,17.9583,-102.2,28.78,57,2,3.74,MX,1741373650
408,ugoofaaru,5.6667,73.0,27.14,73,52,2.16,MV,1741373848
409,kourou,5.1552,-52.6478,28.04,70,52,4.03,GF,1741373850
410,novyy rogachik,48.6768,44.0608,5.5,78,0,4.57,RU,1741373851
411,dalandzadgad,43.5708,104.425,-0.08,35,6,2.05,MN,1741373852
412,dzhalagash,45.0833,64.6667,-0.1,89,100,6.19,KZ,1741373853
413,belel,7.05,14.4333,24.35,17,7,3.27,CM,1741373855
414,piton saint-leu,-21.2196,55.3151,26.06,69,0,1.54,RE,1741373856
415,sisimiut,66.9395,-53.6735,-16.55,88,35,2.1,GL,1741373857
416,bargaal,11.2864,51.0773,24.83,84,39,2.26,SO,1741373858
417,acarau,-2.8856,-40.12,25.78,86,100,4.27,BR,1741373859
418,auki,-8.7676,160.7034,24.32,90,98,1.76,SB,1741373860
419,mossel bay,-34.1831,22.146,19.96,89,95,5.7,ZA,1741373861
420,mersing,2.4312,103.8405,26.95,94,20,3.6,MY,1741373862
421,howrah,22.5892,88.3103,23.0,60,4,0.0,IN,1741373863
422,jutai,-5.1833,-68.9,27.64,74,100,1.58,BR,1741373864
423,kerikeri,-35.2268,173.9474,12.18,90,8,1.45,NZ,1741373865
424,progreso,21.2833,-89.6667,31.86,47,0,2.72,MX,1741373867
425,aykhal,66.0,111.5,-37.6,100,100,2.71,RU,1741373868
426,juan griego,11.0817,-63.9655,28.81,61,100,6.08,VE,1741373870
427,trinidad,-14.8333,-64.9,24.99,94,75,3.09,BO,1741373871
428,taoudenni,22.6783,-3.9836,26.05,32,0,0.84,ML,1741373872
429,sao vicente,-23.9631,-46.3919,28.98,26,20,3.6,BR,1741373873
430,cozumel,20.5083,-86.9458,29.04,70,40,4.12,MX,1741373874
431,parham,17.0968,-61.7705,27.83,76,20,5.14,AG,1741373875
432,trzcianka,53.0406,16.4563,10.23,57,3,1.83,PL,1741373876
433,brigantine,39.4101,-74.3646,10.64,36,0,11.83,US,1741373878
434,nchelenge,-9.3451,28.734,25.06,74,66,1.57,ZM,1741373879
435,sabang,5.8933,95.3214,27.4,77,100,2.24,ID,1741373880
436,tokar,18.4254,37.729,23.76,54,28,4.41,SD,1741373881
437,bonga,7.2833,36.2333,16.39,95,88,0.81,ET,1741373882
438,sao joao da barra,-21.6403,-41.0511,29.05,76,18,5.91,BR,1741373883
439,tsaratanana,-16.7833,47.65,24.88,73,93,6.72,MG,1741373884
440,ceyhan,37.0247,35.8175,12.58,49,9,1.57,TR,1741373885
441,turuntayevo,52.2,107.6167,-13.61,98,88,1.09,RU,1741373886
442,peterhead,57.5058,-1.7981,7.13,92,100,5.66,GB,1741373887
443,oyem,1.5995,11.5793,21.1,92,100,1.38,GA,1741373888
444,ad darb,17.7229,42.2526,26.92,72,0,2.64,SA,1741373890
445,opuwo,-18.0607,13.84,26.64,54,100,2.99,NA,1741373891
446,vel'sk,61.0701,42.0983,-3.72,90,73,4.05,RU,1741373892
447,taksimo,56.3444,114.8794,-18.28,95,99,0.94,RU,1741373893
448,faya-largeau,17.9257,19.1043,25.19,19,7,5.72,TD,1741373894
449,arawa,-6.2132,155.5367,25.3,91,100,0.63,PG,1741373895
450,sao raimundo das mangabeiras,-7.0219,-45.4811,29.2,60,100,3.45,BR,1741373897
451,cova figueira,14.8905,-24.2934,15.24,72,2,6.51,CV,1741373898
452,bengkulu,-3.8004,102.2655,24.1,93,100,2.01,ID,1741373900
453,tatarsk,55.219,75.9828,-9.36,94,99,5.6,RU,1741373901
454,kill devil hills,36.0307,-75.676,11.01,46,0,4.63,US,1741373704
455,carnarvon,-24.8667,113.6333,24.12,73,0,8.08,AU,1741373903
456,ballina,-28.8667,153.5667,24.25,93,100,12.76,AU,1741373904
457,kas,36.2018,29.6377,15.7,54,0,2.23,TR,1741373905
458,mae sot,16.7167,98.5667,26.35,71,44,0.44,TH,1741373906
459,collingwood,44.4834,-80.2164,-0.51,62,77,8.83,CA,1741373907
460,banda aceh,5.5577,95.3222,26.53,80,100,3.13,ID,1741373908
461,dalbandin,28.8947,64.4101,20.07,33,51,2.73,PK,1741373909
462,mingshui,36.7167,117.5,4.31,68,98,3.71,CN,1741373910
463,adrar,20.5022,-10.0711,25.05,29,0,1.7,MR,1741373911
464,murashi,59.3999,48.9615,-3.65,98,100,0.83,RU,1741373913
465,namsos,64.4662,11.4957,4.95,81,75,6.17,NO,1741373914
466,ginir,7.1333,40.7,18.41,63,18,1.93,ET,1741373915
467,kalkaman,51.9525,76.0211,-11.7,93,100,3.38,KZ,1741373916
468,kabompo,-13.5927,24.2008,19.92,96,100,1.94,ZM,1741373917
469,tamanrasset,22.785,5.5228,23.95,22,40,3.6,DZ,1741373918
470,porto novo,6.4965,2.6036,29.9,80,100,4.37,BJ,1741373919
471,san mariano,7.5,126.0,21.79,94,53,0.87,PH,1741373920
472,torre del mar,36.7414,-4.0946,14.36,90,4,2.6,ES,1741373921
473,revda,56.801,59.9303,-11.39,98,100,1.4,RU,1741373922
474,nova vicosa,-17.8919,-39.3719,27.53,66,33,3.94,BR,1741373924
475,alesund,62.4723,6.1549,7.64,76,75,8.23,NO,1741373925
476,fairfield,41.2668,-73.3162,7.16,38,75,10.8,US,1741373926
477,antsiranana,-12.2787,49.2917,24.2,95,100,7.78,MG,1741373927
478,lexington,37.9887,-84.4777,11.16,36,100,5.66,US,1741373671
479,guiping,23.3925,110.0814,12.96,70,100,2.25,CN,1741373929
480,egilsstadir,65.2653,-14.3948,0.95,64,0,2.06,IS,1741373930
481,verkhnevilyuysk,63.4453,120.3167,-22.06,99,100,1.74,RU,1741373931
482,eureka,40.8021,-124.1637,12.89,77,55,3.21,US,1741373932
483,whangarei,-35.7317,174.3239,11.72,93,28,1.22,NZ,1741373835
484,rongelap,11.1635,166.8941,26.78,80,13,9.41,MH,1741373934
485,falmouth,50.1544,-5.0711,10.36,98,40,5.14,GB,1741373935
486,kinel'-cherkassy,53.4706,51.4743,1.93,100,100,5.99,RU,1741373937
487,san antonio de pale,-1.4014,5.6325,27.83,79,91,3.46,GQ,1741373938
488,segovia,41.1667,-4.0,8.63,85,100,4.28,ES,1741373939
489,vikulovo,56.8167,70.6107,-15.84,98,50,2.92,RU,1741373940
490,fort mcmurray,56.7268,-111.381,-2.23,74,100,2.06,CA,1741373941
491,yigo village,13.5361,144.8886,25.16,88,20,3.6,GU,1741373942
492,klaksvik,62.2266,-6.589,6.21,70,80,3.57,FO,1741373943
493,dunay,42.8803,132.3375,-1.4,62,100,3.91,RU,1741373944
494,vorkuta,67.5,64.0,-23.77,99,29,2.54,RU,1741373945
495,macau,22.2006,113.5461,13.85,77,40,5.66,MO,1741373946
496,tupelo,34.2576,-88.7034,18.56,34,0,6.17,US,1741373947
497,troitskiy,57.0603,63.7481,-17.28,100,73,1.13,RU,1741373949
498,senillosa,-39.0,-68.4167,23.88,32,99,12.35,AR,1741373950
499,tionk essil,12.7856,-16.5217,24.05,52,68,6.68,SN,1741373951
500,paradip garh,20.3167,86.6167,21.73,72,0,3.86,IN,1741373952
501,mosty,53.4122,24.5387,8.3,62,97,1.1,BY,1741373953
502,nemuro,43.3236,145.575,-5.46,70,38,6.41,JP,1741373954
503,luza,60.6308,47.2512,-2.18,91,99,5.17,RU,1741373955
504,brakpan,-26.2366,28.3694,23.13,13,0,3.48,ZA,1741373956
505,machico,32.7,-16.7667,17.62,71,40,2.68,PT,1741373957
506,kayalpattinam,8.5667,78.1167,26.11,79,1,2.9,IN,1741373958
507,gwadar,25.1216,62.3254,25.06,56,7,1.61,PK,1741373959
508,la palma,33.8464,-118.0467,16.09,57,0,1.54,US,1741373961
509,east london,-33.0153,27.9116,22.52,94,20,1.54,ZA,1741373962
510,zheleznogorsk,52.331,35.3711,6.85,87,10,3.41,RU,1741373963
511,kirakira,-10.4544,161.9205,25.96,81,99,1.42,SB,1741373964
512,forster,-32.1667,152.5167,22.54,78,100,7.56,AU,1741373965
513,ta`u,-14.2336,-169.5144,27.88,72,97,3.81,AS,1741373966
514,yumaguzino,52.9041,56.3933,-6.08,98,95,1.46,RU,1741373968
515,okhotsk,59.3833,143.3,-27.49,84,2,5.73,RU,1741373799
516,ribeira brava,32.65,-17.0667,17.62,75,63,9.5,PT,1741373970
517,hobyo,5.3505,48.5268,26.44,84,100,7.2,SO,1741373972
518,kidal,18.4411,1.4078,32.07,13,100,1.96,ML,1741373973
519,usinsk,65.9939,57.5281,-21.54,97,17,3.08,RU,1741373974
520,rabaul,-4.1967,152.1721,26.73,75,11,1.31,PG,1741373975
521,san juan,-31.5375,-68.5364,34.16,37,0,8.58,AR,1741373977
522,eregli,37.5133,34.0467,8.75,43,0,2.11,TR,1741373978
523,beyneu,45.3167,55.2,3.31,88,0,8.43,KZ,1741373979
524,queenstown,-31.8976,26.8753,19.54,91,100,0.86,ZA,1741373980
525,callao,-12.0667,-77.15,26.16,69,0,4.63,PE,1741373983
526,khovd,48.0056,91.6419,-13.29,68,18,0.66,MN,1741373984
527,grand gaube,-20.0064,57.6608,26.88,91,95,0.45,MU,1741373985
528,kabanjahe,3.1001,98.4908,17.76,99,100,0.74,ID,1741373986
529,paphos,34.7667,32.4167,12.88,50,12,2.57,CY,1741373987
530,coquimbo,-29.9533,-71.3436,22.85,71,0,7.2,CL,1741373988
531,morehead city,34.7229,-76.726,12.24,49,0,4.12,US,1741373989
532,tadine,-21.55,167.8833,23.69,73,100,3.44,NC,1741373990
533,al harithah,30.7186,47.7208,16.98,94,100,5.14,IQ,1741373991
534,aasiaat,68.7098,-52.8699,-22.3,96,35,1.71,GL,1741373993
535,qianzhou,28.3167,109.7167,7.23,84,100,0.27,CN,1741373994
536,semera,11.501,41.201,27.34,50,10,7.49,ET,1741373995
537,sinegorskiy,48.0139,40.8447,7.45,66,0,2.87,RU,1741373996
538,dzhangala,49.2167,50.3333,2.44,97,100,5.13,KZ,1741373997
539,rundu,-17.9333,19.7667,24.22,66,99,2.19,NA,1741373998
540,villa gesell,-37.2639,-56.973,32.28,47,27,7.91,AR,1741374000
541,piti village,13.4626,144.6933,26.03,88,0,0.0,GU,1741374001
542,ixtlan del rio,21.0333,-104.3667,32.6,11,91,2.14,MX,1741374002
543,white hall,34.274,-92.091,18.25,75,100,0.89,US,1741374004
544,leiyang,26.4024,112.8591,7.93,84,77,0.47,CN,1741374005
545,karatau,43.1667,70.4667,2.92,77,90,15.59,KZ,1741374006
546,miandrivazo,-19.5167,45.4667,27.99,82,100,0.36,MG,1741374007
547,vangaindrano,-23.35,47.6,25.03,87,3,0.41,MG,1741374008
548,turpan,42.9333,89.1667,8.93,29,100,1.68,CN,1741374009
549,kattivakkam,13.2167,80.3167,27.05,71,0,3.4,IN,1741374010
550,merowe,18.4833,31.8167,20.92,19,60,4.57,SD,1741374011
551,kiunga,-6.1219,141.2906,22.76,99,100,0.86,PG,1741374012
552,moyynkum,44.2914,72.9469,1.46,84,98,9.01,KZ,1741374013
553,slivnitsa,42.85,23.0333,9.74,61,2,2.5,BG,1741374014
554,ghanzi,-21.5667,21.7833,24.25,43,0,3.97,BW,1741374016
555,katsuura,35.1333,140.3,5.41,64,100,6.44,JP,1741374017
556,antalaha,-14.9003,50.2788,26.06,96,100,11.04,MG,1741374018
557,plainview,40.7765,-73.4673,9.73,33,6,4.02,US,1741374019
558,boa esperanca,-21.09,-45.5658,27.41,50,5,5.62,BR,1741374020
559,al hufuf,25.3646,49.5653,21.19,78,0,2.57,SA,1741374016
560,melekeok village,7.4957,134.6367,27.27,79,96,6.55,PW,1741374022
561,kirensk,57.7853,108.1119,-20.44,100,100,0.64,RU,1741373818
562,greenville,35.6127,-77.3663,12.3,40,0,4.63,US,1741374024
563,pemba,-12.974,40.5178,27.34,85,11,4.37,MZ,1741374025
564,khasab,26.1799,56.2477,26.06,32,13,3.18,OM,1741374026
